Index, Symbol, Company Name, Sector, Industry, Country, Market Cap, Forward PE, PEG, Price/Sales, Price/Book, Price/FCF, EPS This Y, EPS Next Y, EPS Next 5Y, EPS Q/Q, Sales Q/Q, ROA, ROE, ROI, Current Ratio, Quick Ratio, LT Debt/Equity, Debt/Equity, Gross Margin, Operating Margin, Net Margin, Perf Month, Perf Quarter, Perf Half Y, Perf Year, Perf YTD, Volatility (Month)
69, CATO, The Cato Corporation, Consumer Cyclical, Apparel Retail, USA, 348.31M, -, -, 0.61, 1.35, -, -315.20%, -, 10.00%, -271.30%, -18.60%, -10.70%, -24.90%, -32.10%, 1.60, 1.10, 0.00, 0.00, 24.70%, -18.20%, -11.30%, 13.51%, 21.54%, 78.94%, 59.38%, 61.21%, 4.16%
71, CBRL, Cracker Barrel Old Country Store Inc., Consumer Cyclical, Restaurants, USA, 3.80B, 17.91, 0.22, 1.50, 5.77, -, -114.70%, 68.96%, 70.33%, 120.60%, 64.90%, 8.90%, 42.90%, 9.70%, 1.30, 1.00, 0.89, 0.00, 69.20%, 13.60%, 9.60%, -6.96%, -1.00%, 8.79%, 47.22%, 19.56%, 3.30%
73, CCL, Carnival Corporation & plc, Consumer Cyclical, Travel Services, USA, 33.11B, 122.15, -, 39.85, 1.63, -, -405.70%, 104.30%, -, -57.80%, -99.50%, -21.60%, -56.60%, -18.60%, 1.40, 1.40, 1.34, 1.58, -, -, -, 8.64%, 12.35%, 43.15%, 87.80%, 36.47%, 3.90%
75, CHDN, Churchill Downs Incorporated, Consumer Cyclical, Gambling, USA, 7.82B, 23.68, -, 6.95, 38.52, 222.78, -89.30%, 48.28%, -, 260.90%, 28.20%, -0.70%, -7.10%, 3.40%, 1.10, 1.10, 9.71, 9.75, 28.20%, 10.50%, -2.00%, -7.49%, -16.01%, 7.73%, 50.40%, 2.43%, 3.33%
77, CHPT, ChargePoint Holdings Inc., Consumer Cyclical, Specialty Retail, USA, 7.47B, -, -, 51.00, -, -, 95.80%, 21.20%, -, -, -2.00%, -99.30%, -140.60%, -, 0.10, 0.10, -, -, -, -, -, -2.52%, -19.13%, -30.31%, 147.21%, -39.25%, 7.09%
79, CHUY, "Chuys Holdings Inc.", Consumer Cyclical, Restaurants, USA, 820.71M, 26.95, 3.37, 2.61, 3.28, 17.84, -148.50%, 0.13%, 15.00%, 144.30%, -7.20%, 3.20%, 6.50%, -1.30%, 2.30, 2.30, 0.00, 0.00, 76.20%, 4.80%, 5.00%, -12.70%, -2.45%, 67.47%, 159.22%, 56.47%, 5.82%
82, CMG, Chipotle Mexican Grill Inc., Consumer Cyclical, Restaurants, USA, 38.44B, 42.38, 1.74, 6.09, 18.40, 94.83, 1.20%, 31.80%, 55.27%, 64.90%, 23.40%, 7.00%, 21.30%, 17.40%, 1.70, 1.70, 0.00, 0.00, 24.90%, 6.00%, 6.40%, -7.56%, -7.61%, 7.46%, 36.66%, -1.06%, 2.19%
84, CNTY, Century Casinos Inc., Consumer Cyclical, Resorts & Casinos, USA, 429.07M, 15.29, -, 1.48, 3.51, 286.05, -149.70%, 216.61%, 25.00%, 96.90%, -17.40%, -0.50%, -3.20%, -0.90%, 1.70, 1.60, 3.84, 3.93, 52.40%, 13.80%, -1.20%, 8.96%, 71.66%, 121.71%, 155.76%, 118.94%, 6.51%
86, CONN, "Conns Inc.", Consumer Cyclical, Specialty Retail, USA, 703.12M, 11.04, -, 0.51, 1.22, 1.73, -105.90%, 22.09%, 23.00%, 397.30%, -10.60%, -0.20%, -0.60%, 4.00%, 4.00, 3.10, 1.09, 1.09, 51.80%, 2.20%, -0.20%, 12.30%, 57.65%, 102.00%, 221.19%, 98.37%, 5.46%
88, CPNG, Coupang Inc., Consumer Cyclical, Internet Retail, South Korea, 71.03B, -, -, 5.16, 21.58, -, 26.30%, -, -, -108.30%, 74.30%, -, -, 18.20%, 1.60, 1.20, 0.08, 0.18, 16.60%, -, -, -4.16%, -, -, -, -17.18%, 6.22%
90, CPS, Cooper-Standard Holdings Inc., Consumer Cyclical, Auto Parts, USA, 507.71M, 14.17, -, 0.21, 0.88, -, -503.20%, 223.50%, -8.50%, 69.50%, 2.20%, -7.40%, -32.10%, -12.80%, 1.90, 1.60, 1.72, 1.80, 7.20%, -7.00%, -8.00%, -1.62%, -21.35%, -21.85%, 183.70%, -14.16%, 7.83%
92, CRMT, "Americas Car-Mart Inc.", Consumer Cyclical, Auto & Truck Dealerships, USA, 1.12B, 11.56, 0.82, 1.22, 3.00, -, 9.80%, 2.96%, 13.50%, 48.50%, 22.30%, 8.90%, 18.80%, 11.40%, -, -, 0.58, 0.58, 47.80%, 9.50%, 6.80%, 8.97%, 17.67%, 54.01%, 106.60%, 49.66%, 3.88%
94, CRWS, Crown Crafts Inc., Consumer Cyclical, Apparel Manufacturing, USA, 76.73M, 10.76, 2.12, 0.99, 1.86, 21.92, 30.00%, 1.41%, 5.00%, 1.70%, 4.80%, 12.10%, 17.10%, 14.50%, 2.70, 1.40, 0.01, 0.04, 30.40%, 12.30%, 9.60%, -0.26%, 1.44%, 6.93%, 63.23%, 7.64%, 1.13%
96, CSV, Carriage Services Inc., Consumer Cyclical, Personal Services, USA, 690.48M, 14.21, 1.40, 1.98, 2.74, 9.47, 10.40%, 7.36%, 15.00%, 401.80%, 24.60%, 2.90%, 13.90%, 7.00%, 0.70, 0.50, 1.72, 1.73, 33.80%, 23.40%, 9.50%, 1.45%, 12.26%, 33.15%, 104.91%, 22.48%, 1.97%
98, CTHR, Charles & Colvard Ltd., Consumer Cyclical, Luxury Goods, USA, 75.81M, 13.63, 0.75, 2.24, 1.61, 12.43, -309.00%, 11.76%, 30.00%, 115.80%, 44.60%, 6.60%, 7.70%, -14.90%, 5.80, 3.80, 0.01, 0.02, 47.80%, 9.60%, 10.00%, -18.55%, 2.78%, 107.20%, 280.88%, 110.57%, 6.92%
100, CTRN, Citi Trends Inc., Consumer Cyclical, Apparel Retail, USA, 814.23M, 15.69, 0.46, 0.85, 5.03, 13.57, 64.60%, 9.10%, 24.00%, 116.50%, 19.40%, 3.10%, 9.70%, 15.00%, 1.30, 0.80, 0.00, 0.00, 42.20%, 2.00%, 1.60%, -22.19%, 2.26%, 148.78%, 413.18%, 67.75%, 6.08%
81, CLAR, Clarus Corporation, Consumer Cyclical, Leisure, USA, 736.52M, 19.55, 7.40, 3.00, 3.52, 45.19, -70.90%, 8.80%, 10.00%, 15669.40%, 40.50%, 4.20%, 5.70%, 2.50%, 3.80, 1.90, 0.11, 0.14, 35.10%, 3.50%, 4.60%, 25.54%, 28.05%, 64.86%, 126.09%, 53.83%, 4.05%
83, CNNE, Cannae Holdings Inc., Consumer Cyclical, Restaurants, USA, 3.31B, 117.54, -, 5.66, 0.93, -, -111.90%, 112.10%, -, -131.20%, -0.60%, 21.80%, 26.40%, -17.40%, 2.50, -, 0.01, 0.02, 11.20%, -29.30%, -, -10.73%, -10.91%, -12.15%, -2.66%, -19.02%, 2.86%
85, COLM, Columbia Sportswear Company, Consumer Cyclical, Apparel Manufacturing, USA, 6.94B, 19.84, 1.32, 2.71, 3.65, 20.79, -67.00%, 17.04%, 31.70%, 26144.10%, 10.10%, 6.00%, 9.30%, 5.80%, 3.80, 2.70, 0.00, 0.00, 49.80%, 8.20%, 6.40%, -9.41%, -2.32%, 21.55%, 40.61%, 17.57%, 2.59%
87, CPHC, Canterbury Park Holding Corporation, Consumer Cyclical, Gambling, USA, 66.64M, -, -, 2.16, 1.28, 35.07, -61.70%, -, -, 111.90%, -20.20%, 2.00%, 2.70%, 3.70%, 1.10, 1.10, 0.00, 0.00, 77.10%, 5.70%, 4.40%, 1.08%, 5.64%, 15.61%, 44.33%, 16.96%, 0.81%
89, CPRI, Capri Holdings Limited, Consumer Cyclical, Apparel Manufacturing, United Kingdom, 8.54B, 11.93, -, 2.10, 3.97, 16.64, 72.10%, 23.87%, 6.98%, 67.20%, 0.40%, -0.80%, -2.80%, -1.30%, 1.00, 0.50, 0.56, 0.62, 64.00%, 0.50%, -1.50%, 2.42%, 17.51%, 52.65%, 277.06%, 35.02%, 4.31%
91, CRI, "Carters Inc.", Consumer Cyclical, Apparel Retail, USA, 4.54B, 15.19, 0.77, 1.44, 4.31, -, -57.20%, 6.25%, 21.10%, 208.60%, 20.30%, -, -, 8.50%, 2.90, 2.10, 0.96, 0.96, 46.30%, -, -, -0.92%, 21.18%, 7.39%, 19.01%, 8.69%, 3.28%
93, CROX, Crocs Inc., Consumer Cyclical, Footwear & Accessories, USA, 6.64B, 15.73, 1.72, 4.24, 20.33, 19.08, 174.10%, 12.81%, 10.00%, 818.70%, 63.60%, 39.10%, 159.80%, 68.00%, 2.20, 1.60, 1.05, 1.05, 55.50%, 20.30%, 25.60%, -0.61%, 25.72%, 68.76%, 253.37%, 61.57%, 4.15%
95, CSPR, Casper Sleep Inc., Consumer Cyclical, Furnishings Fixtures & Appliances, USA, 389.12M, -, -, 0.76, 45.65, -, -3.00%, 61.50%, 17.80%, 58.00%, 13.00%, -33.00%, -259.20%, -91.00%, 1.20, 0.80, 7.78, 0.00, 52.30%, -13.40%, -14.90%, 5.55%, 0.22%, 42.43%, 29.32%, 48.46%, 6.23%
97, CTB, Cooper Tire & Rubber Company, Consumer Cyclical, Auto Parts, USA, 3.01B, 11.88, -, 1.14, 2.14, 8.39, 45.20%, 17.65%, -0.71%, 288.20%, 23.30%, 6.00%, 13.30%, 10.50%, 2.40, 1.70, 0.22, 0.24, 20.40%, 10.40%, 6.70%, 3.29%, 3.72%, 44.48%, 130.78%, 46.62%, 1.21%
99, CTIB, Yunhong CTI Ltd., Consumer Cyclical, Auto Parts, USA, 10.60M, -, -, 0.40, -, -, 10.30%, -, 30.00%, -, 4.20%, -, -, 0.40%, 1.10, 0.50, -, -, 13.40%, -, -, -3.63%, -25.30%, -19.13%, 57.63%, 8.14%, 7.37%
102, CULP, Culp Inc., Consumer Cyclical, Textile Manufacturing, USA, 194.86M, 24.54, -, 0.76, 1.56, 11.40, -304.90%, 202.27%, 9.00%, 103.80%, 15.80%, -15.00%, -23.90%, -6.80%, 2.40, 1.50, 0.00, 0.00, 15.00%, 0.50%, -11.90%, 14.13%, -5.34%, 11.70%, 111.67%, 2.84%, 3.25%
104, CVGI, Commercial Vehicle Group Inc., Consumer Cyclical, Auto Parts, USA, 393.86M, 7.25, -, 0.51, 3.52, 119.35, -316.70%, 31.40%, 12.00%, 132.90%, 31.00%, -0.90%, -4.20%, -6.50%, 1.90, 1.30, 1.49, 1.51, 11.50%, 2.40%, -0.50%, 4.53%, 20.23%, 60.14%, 355.73%, 33.29%, 5.88%
106, CWH, Camping World Holdings Inc., Consumer Cyclical, Recreational Vehicles, USA, 3.91B, 8.13, 0.27, 0.65, 21.98, 5.24, 290.30%, -4.80%, 34.70%, 743.80%, 51.60%, 5.70%, 415.70%, 24.10%, 1.40, 0.50, 13.37, 19.66, 32.10%, 10.60%, 3.20%, -1.75%, 31.88%, 50.60%, 117.76%, 70.40%, 5.48%
108, CZR, Caesars Entertainment Inc., Consumer Cyclical, Resorts & Casinos, USA, 22.52B, 45.92, -, 4.79, 4.45, -, 81.50%, 193.60%, 27.50%, -, 152.80%, -6.50%, -50.40%, -2.40%, 2.60, 2.60, 5.26, 5.27, 45.40%, -13.80%, -29.30%, 8.02%, 14.24%, 54.89%, 203.02%, 44.67%, 4.62%
110, DAN, Dana Incorporated, Consumer Cyclical, Auto Parts, USA, 3.97B, 8.16, -, 0.53, 2.19, 29.60, -113.80%, 34.75%, 73.87%, 20.80%, 17.50%, -0.20%, -1.00%, 1.40%, 1.60, 1.10, 1.35, 1.37, 8.90%, 2.40%, -0.20%, 2.53%, 11.14%, 52.50%, 114.64%, 38.99%, 3.58%
112, DDS, "Dillards Inc.", Consumer Cyclical, Department Stores, USA, 2.91B, 22.51, -, 0.59, 2.01, 16.17, -172.10%, -38.64%, -, 11.00%, -17.80%, -2.20%, -5.10%, -1.00%, 2.20, 0.70, 0.39, 0.39, 36.50%, -2.70%, -1.40%, 31.78%, 47.91%, 176.25%, 339.55%, 109.21%, 7.07%
114, DENN, "Dennys Corporation", Consumer Cyclical, Restaurants, USA, 1.14B, 24.42, 25.04, 4.17, -, -, -104.40%, 67.05%, 9.00%, 127.30%, -16.60%, 2.00%, -6.20%, 9.10%, 0.70, 0.70, -, -, 63.50%, -2.10%, 3.30%, -8.15%, -1.62%, 51.42%, 62.10%, 19.75%, 3.76%
116, DFH, Dream Finders Homes Inc., Consumer Cyclical, Residential Construction, USA, 2.60B, 14.53, -, 2.29, 10.81, -, 116.90%, 36.09%, 39.30%, -23.10%, -30.00%, -, -, 19.00%, -, -, 1.19, 1.19, -, -, -, 22.47%, 42.08%, -, -, 51.65%, 6.62%
118, DIN, Dine Brands Global Inc., Consumer Cyclical, Restaurants, USA, 1.63B, 13.16, -, 2.37, -, -, -210.00%, 11.48%, 66.74%, 15.00%, -1.30%, -, -, -8.20%, 1.20, 1.20, -, -, 36.40%, -, -, -2.77%, 16.59%, 47.71%, 109.19%, 63.71%, 3.63%
120, DKS, "DICKS Sporting Goods Inc.", Consumer Cyclical, Specialty Retail, USA, 8.82B, 14.16, 0.62, 0.79, 3.18, 4.08, 71.40%, -13.27%, 14.84%, 299.20%, 118.90%, 13.60%, 46.10%, 20.30%, 1.60, 0.80, 0.16, 0.16, 35.10%, 12.60%, 9.30%, 17.32%, 31.80%, 62.39%, 170.47%, 73.51%, 3.77%
101, CUK, Carnival Corporation & plc, Consumer Cyclical, Leisure, USA, 33.11B, 46.93, -, 39.90, 1.40, -, -405.70%, 110.10%, 13.40%, -57.80%, -99.50%, -21.60%, -56.60%, -18.60%, 1.40, 1.40, 1.34, 1.58, -, -, -, 6.92%, 11.78%, 37.79%, 87.29%, 35.22%, 3.66%
103, CVCO, Cavco Industries Inc., Consumer Cyclical, Residential Construction, USA, 2.01B, 20.53, 0.89, 1.82, 3.07, 16.98, 8.90%, 19.74%, 30.00%, -5.70%, 5.50%, 7.50%, 10.20%, 10.80%, 2.90, 2.40, 0.02, 0.02, 21.60%, 6.80%, 5.80%, 2.04%, 2.21%, 16.94%, 16.34%, 26.12%, 3.15%
105, CVNA, Carvana Co., Consumer Cyclical, Internet Retail, USA, 46.04B, -, -, 6.84, 56.76, -, -7.60%, 65.70%, -, 61.20%, 104.40%, -4.90%, -36.60%, -21.90%, 3.80, 1.70, 6.18, 6.70, 14.80%, -5.40%, -2.20%, -8.19%, -15.01%, 11.31%, 185.10%, 10.67%, 4.94%
107, CXDC, China XD Plastics Company Limited, Consumer Cyclical, Auto Parts, China, 45.10M, -, -, 0.04, 0.05, -, -95.60%, -, -, -387.00%, -22.30%, -2.90%, -9.80%, 3.00%, 1.20, 0.70, 0.73, 1.69, 12.00%, -2.90%, -7.90%, -37.35%, -44.43%, -46.75%, -29.48%, -35.45%, 8.60%
109, DADA, Dada Nexus Limited, Consumer Cyclical, Internet Retail, China, 6.01B, -, -, 6.69, 3.81, -, -12.40%, 88.60%, -, 6.30%, 69.90%, -30.70%, -88.20%, -23.10%, 3.10, 3.10, 0.00, 0.09, 17.70%, -30.70%, -36.30%, 1.41%, -31.51%, -55.55%, -, -31.15%, 6.45%
111, DBI, Designer Brands Inc., Consumer Cyclical, Apparel Retail, USA, 1.35B, 14.86, -, 0.55, 5.21, -, -634.40%, 110.93%, 14.68%, -, -25.50%, -16.30%, -95.40%, -80.70%, 1.00, 0.40, 1.12, 1.38, 22.60%, -21.70%, -14.80%, -2.78%, 30.91%, 101.03%, 185.32%, 128.63%, 6.06%
113, DECK, Deckers Outdoor Corporation, Consumer Cyclical, Footwear & Accessories, USA, 9.55B, 19.24, 1.53, 3.75, 6.20, 20.96, 7.80%, 16.99%, 16.30%, 26.00%, 14.80%, 15.50%, 24.70%, 23.50%, 3.20, 2.70, 0.02, 0.02, 54.00%, 15.40%, 12.20%, -4.53%, 1.18%, 26.83%, 83.77%, 16.97%, 3.47%
115, DESP, Despegar.com Corp., Consumer Cyclical, Travel Services, Argentina, 1.00B, -, -, 9.35, 21.19, -, -548.90%, 94.90%, -, -147.10%, -31.80%, -24.10%, -180.50%, -137.90%, 1.20, 1.20, 0.20, 0.33, 23.80%, -, -, 6.02%, 12.20%, 31.00%, 105.92%, 14.13%, 4.80%
117, DHI, D.R. Horton Inc., Consumer Cyclical, Residential Construction, USA, 34.45B, 8.09, 0.61, 1.43, 2.66, 26.31, 49.50%, 12.28%, 18.10%, 94.10%, 43.30%, 16.40%, 26.30%, 14.80%, -, -, 0.22, 0.35, 26.40%, 16.80%, 13.20%, -6.09%, 22.73%, 25.28%, 72.31%, 38.26%, 2.96%
119, DKNG, DraftKings Inc., Consumer Cyclical, Gambling, USA, 20.21B, -, -, 24.11, 8.55, -, -668.20%, 37.20%, 30.30%, -236.20%, 252.90%, -34.50%, -49.10%, -32.00%, 5.00, 5.00, 0.54, 0.54, 42.00%, -, -, -13.07%, -27.31%, -0.56%, 25.82%, 7.28%, 6.10%
122, DLTH, Duluth Holdings Inc., Consumer Cyclical, Apparel Retail, USA, 533.23M, 16.82, 1.57, 0.83, 2.71, 13.64, -28.10%, 39.30%, 25.00%, -11.20%, -1.40%, 2.60%, 7.80%, 6.20%, 2.20, 0.60, 0.60, 0.63, 51.90%, 3.80%, 2.10%, 2.35%, 10.96%, 10.65%, 254.63%, 52.46%, 4.98%
124, DORM, Dorman Products Inc., Consumer Cyclical, Auto Parts, USA, 3.29B, 20.46, 1.89, 2.93, 3.71, 24.14, 28.80%, 10.63%, 15.00%, 44.80%, 11.80%, 9.70%, 13.80%, 12.20%, 2.90, 1.90, 0.00, 0.00, 35.90%, 13.40%, 10.40%, 1.35%, -0.52%, 11.46%, 46.42%, 17.92%, 2.42%
126, DRI, Darden Restaurants Inc., Consumer Cyclical, Restaurants, USA, 18.56B, 20.45, -, 3.00, 7.26, 98.26, -107.00%, 76.73%, 36.64%, -48.50%, -26.10%, -2.20%, -9.00%, 0.40%, 0.80, 0.70, 0.55, 0.55, 15.60%, -4.30%, -3.50%, -2.04%, 3.03%, 29.53%, 86.35%, 20.24%, 2.31%
128, DS, Drive Shack Inc., Consumer Cyclical, Leisure, USA, 279.90M, -, -, 1.27, -, -, -2.30%, 18.40%, 30.00%, 46.70%, 0.00%, -11.90%, 126.40%, -203.90%, 1.20, 1.20, -, -, 96.70%, -13.50%, -25.20%, -14.25%, 18.04%, 79.17%, 69.10%, 26.47%, 5.76%
130, DVD, Dover Motorsports Inc., Consumer Cyclical, Leisure, USA, 83.09M, -, 2.21, 2.16, 1.23, -, 36.50%, -, 5.00%, -1.70%, 0.00%, -, -, 10.40%, 1.50, 1.50, 0.00, 0.00, 32.90%, -, -, 6.13%, 1.35%, 17.19%, 59.57%, -0.88%, 3.80%
132, EAT, Brinker International Inc., Consumer Cyclical, Restaurants, USA, 2.84B, 12.30, 76.35, 0.98, -, 16.20, -84.20%, 62.04%, 47.34%, -10.90%, -3.70%, 0.30%, -1.70%, 11.10%, 0.40, 0.40, -, -, 12.60%, 1.60%, 0.30%, -13.68%, -15.14%, 17.54%, 133.21%, 8.63%, 3.99%
134, EBET, Esports Technologies Inc., Consumer Cyclical, Gambling, USA, 289.32M, -, -, 1707.49, -, -, -, -, -, -, -70.90%, -, -, -22.20%, 3.70, 3.70, 0.26, 0.26, -, -, -, -4.38%, -, -, -, -38.80%, 8.36%
136, ELA, Envela Corporation, Consumer Cyclical, Specialty Retail, USA, 118.51M, 10.44, -, 1.04, 5.86, -, 129.60%, 28.12%, -, 71.10%, -1.20%, 19.40%, 43.70%, 20.30%, 4.20, 2.30, 0.67, 0.78, 21.20%, 6.50%, 6.40%, 11.46%, -20.45%, -0.47%, 19.22%, -17.69%, 5.93%
138, ELYS, Elys Game Technology Corp., Consumer Cyclical, Gambling, Canada, 107.92M, 37.97, -, 2.61, 4.14, -, 22.00%, 218.20%, -, -319.50%, 39.20%, -32.00%, -58.90%, -43.60%, 2.40, 2.40, 0.00, 0.01, -, -24.20%, -25.90%, 10.99%, -23.72%, 124.44%, 77.19%, -14.41%, 9.84%
140, ESCA, Escalade Incorporated, Consumer Cyclical, Leisure, USA, 352.57M, -, 0.79, 1.19, 2.39, -, 262.70%, -, 15.00%, 182.90%, 58.70%, -, -, 15.40%, 4.10, 1.70, 0.33, 0.00, 27.80%, -, -, 6.96%, 17.21%, 16.37%, 142.56%, 15.49%, 3.10%
121, DLA, Delta Apparel Inc., Consumer Cyclical, Apparel Manufacturing, USA, 221.46M, 13.90, -, 0.57, 1.47, 6.07, -231.00%, 11.94%, 15.00%, 233.10%, 12.30%, -1.80%, -5.30%, -1.40%, 2.60, 0.90, 0.89, 0.99, 18.60%, -0.70%, -1.90%, -7.86%, 11.71%, 41.32%, 154.10%, 55.85%, 4.71%
123, DOOO, BRP Inc., Consumer Cyclical, Recreational Vehicles, Canada, 3.37B, -, -, 0.57, -, -, -, -, -, 123.20%, 12.30%, -, -, -, -, -, -, -, -, -, -, -9.86%, 11.59%, 55.99%, 143.52%, 27.81%, 3.23%
125, DPZ, "Dominos Pizza Inc.", Consumer Cyclical, Restaurants, USA, 16.46B, 28.42, 3.09, 3.89, -, 37.37, 29.70%, 15.52%, 11.21%, -2.10%, 12.70%, 30.30%, -15.00%, 80.90%, 1.80, 1.70, -, -, 38.90%, 17.90%, 11.50%, 2.62%, 23.71%, 11.33%, 10.63%, 11.32%, 2.22%
127, DRVN, Driven Brands Holdings Inc., Consumer Cyclical, Auto & Truck Dealerships, USA, 4.96B, 39.13, -, 4.71, 2.83, -, -154.30%, 17.91%, 23.00%, -100.00%, 80.30%, -, -, 2.40%, 1.40, 1.20, 0.88, 0.89, 44.50%, -, -, 0.75%, 1.86%, -, -, 10.98%, 3.69%
129, DSEY, Diversey Holdings Ltd., Consumer Cyclical, Personal Services, United Kingdom, 5.22B, 23.44, -, 2.00, 9.93, -, 64.70%, 26.30%, 18.19%, -, -3.60%, -, -, 1.80%, 1.00, 0.70, 3.86, 3.89, 82.60%, -, -, -6.17%, -, -, -, 12.68%, 5.21%
131, DXYN, The Dixie Group Inc., Consumer Cyclical, Textile Manufacturing, USA, 43.01M, -, -, 0.13, 0.68, 2.40, -160.50%, -, -, 23.40%, 7.10%, -3.70%, -13.50%, -1.80%, 2.20, 0.80, 1.14, 1.27, 23.90%, -0.70%, -2.70%, -20.00%, -49.55%, 24.44%, 169.23%, 9.80%, 7.36%
133, EBAY, eBay Inc., Consumer Cyclical, Internet Retail, USA, 40.54B, 13.42, 1.12, 3.63, 10.99, -, 99.90%, 14.72%, 14.14%, 44.20%, 42.00%, -, -, 15.80%, 1.30, 1.30, 1.55, 1.86, 75.00%, -, -, 8.58%, 4.10%, 20.67%, 33.68%, 21.15%, 2.80%
135, EFOI, Energy Focus Inc., Consumer Cyclical, Furnishings Fixtures & Appliances, USA, 16.39M, -, -, 1.04, 4.55, -, 38.90%, -, 35.00%, -159.30%, -31.60%, -53.80%, -248.80%, -58.70%, 1.30, 0.40, 0.00, 1.03, 30.00%, -29.70%, -45.20%, 11.29%, -26.60%, -16.53%, -9.01%, 2.73%, 14.54%
137, ELY, Callaway Golf Company, Consumer Cyclical, Leisure, USA, 6.84B, 113.60, 2.31, 3.80, 1.20, 35.78, -263.40%, 212.50%, 30.90%, 624.20%, 47.30%, 3.60%, 8.30%, -7.70%, 1.70, 1.20, 0.33, 0.34, 44.00%, -3.90%, 6.50%, 23.98%, 27.35%, 80.89%, 140.99%, 53.77%, 4.28%
139, EM, Smart Share Global Limited, Consumer Cyclical, Personal Services, China, 1.52B, 2.28, -, 3.74, -, -, -, 68.73%, -, -943.80%, 31.70%, -, -, -3.70%, 2.00, 2.00, -, -, 83.30%, -, -, -25.06%, -, -, -, -29.27%, 6.72%
142, ETSY, Etsy Inc., Consumer Cyclical, Internet Retail, USA, 21.19B, 44.65, 0.99, 10.35, 30.39, 26.59, 255.00%, 19.85%, 48.10%, 882.10%, 141.40%, 21.70%, 73.60%, 21.20%, 4.40, 4.40, 1.97, 1.98, 74.40%, 26.00%, 23.50%, -21.11%, -32.65%, 13.54%, 103.42%, -7.41%, 4.85%
144, EVRI, Everi Holdings Inc., Consumer Cyclical, Gambling, USA, 1.79B, 25.59, -, 4.37, 103.65, 8.76, -558.90%, 15.88%, 20.00%, 231.80%, 22.80%, -3.20%, 777.40%, -0.60%, 1.40, 1.30, 64.50, 64.58, 83.50%, 5.90%, -11.60%, 16.59%, 30.46%, 91.06%, 233.82%, 50.11%, 5.29%
146, EXPR, Express Inc., Consumer Cyclical, Apparel Retail, USA, 318.70M, -, -, 0.26, 28.60, -, -178.60%, 96.00%, -, 59.10%, -29.10%, -24.50%, -342.40%, -220.20%, 0.90, 0.40, 19.79, 19.79, -0.40%, -37.90%, -33.60%, 33.64%, 52.13%, 168.12%, 118.88%, 371.43%, 13.24%
148, EZGO, EZGO Technologies Ltd., Consumer Cyclical, Recreational Vehicles, China, 49.02M, -, -, 2.92, -, 28.84, -90.40%, -, -, 77.00%, 501.30%, -, -, -2.40%, 2.40, 2.30, 0.00, 0.03, 10.60%, -1.00%, 0.90%, -28.11%, -43.07%, -, -, -76.42%, 10.64%
150, FAT, FAT Brands Inc., Consumer Cyclical, Restaurants, USA, 127.38M, 19.52, -, 6.27, -, -, 128.80%, 44.40%, -, -1.70%, 50.00%, -12.40%, 44.30%, -38.50%, 0.30, 0.30, -, -, -, -70.00%, -73.30%, 5.84%, 0.74%, 228.36%, 576.03%, 70.59%, 5.18%
152, FFHL, Fuwei Films Holdings Co. Ltd., Consumer Cyclical, Packaging & Containers, China, 26.98M, -, 1.25, 0.51, 0.75, 1.63, 72.60%, -, 7.00%, -301.90%, -0.50%, 4.30%, 8.40%, 8.90%, 1.50, 1.40, 0.00, 0.35, 40.60%, 6.40%, 5.80%, -8.13%, -25.00%, 39.59%, 275.00%, -30.14%, 8.31%
154, FL, Foot Locker Inc., Consumer Cyclical, Footwear & Accessories, USA, 6.64B, 10.85, 0.31, 0.78, 2.38, 9.53, -32.00%, 4.35%, 34.05%, -8.40%, -1.40%, 4.80%, 13.20%, 4.60%, 1.70, 1.20, 0.00, 0.04, 31.20%, 3.70%, 3.90%, 7.11%, 22.54%, 65.03%, 128.48%, 56.50%, 3.58%
156, FLWS, 1-800-FLOWERS.COM Inc., Consumer Cyclical, Specialty Retail, USA, 2.08B, 15.45, 0.88, 1.01, 3.95, 10.35, 69.80%, 9.31%, 20.00%, 114.30%, 70.10%, 11.40%, 25.70%, 12.50%, 1.50, 1.10, 0.33, 0.37, 42.30%, 7.10%, 5.60%, 1.94%, 6.80%, 28.84%, 37.62%, 17.19%, 5.37%
158, FND, Floor & Decor Holdings Inc., Consumer Cyclical, Home Improvement Retail, USA, 10.51B, 36.36, 1.59, 3.96, 9.47, 40.04, 28.00%, 18.54%, 28.16%, 101.50%, 41.00%, 8.40%, 24.20%, 16.90%, 1.60, 0.70, 0.18, 0.18, 42.80%, 10.00%, 8.80%, -13.76%, 2.75%, 19.77%, 89.06%, 5.88%, 3.30%
160, FORD, Forward Industries Inc., Consumer Cyclical, Footwear & Accessories, USA, 28.19M, -, -, 0.78, 3.96, -, 51.00%, -, -, 41.40%, 6.30%, 0.20%, 0.60%, -18.60%, 2.00, 1.60, 0.22, 0.24, 20.60%, 0.10%, 0.10%, 5.17%, -27.30%, 49.21%, 133.61%, 56.59%, 8.48%
