Index, Symbol, Company Name, Sector, Industry, Country, Market Cap, Forward PE, PEG, Price/Sales, Price/Book, Price/FCF, EPS This Y, EPS Next Y, EPS Next 5Y, EPS Q/Q, Sales Q/Q, ROA, ROE, ROI, Current Ratio, Quick Ratio, LT Debt/Equity, Debt/Equity, Gross Margin, Operating Margin, Net Margin, Perf Month, Perf Quarter, Perf Half Y, Perf Year, Perf YTD, Volatility (Month)
674, DBAW, Xtrackers MSCI All World ex U.S. Hedged Equity ETF, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 1.17%, 4.27%, 13.16%, 32.44%, 10.53%, 0.53%
676, DBC, Invesco DB Commodity Index Tracking Fund, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 2.99%, 12.12%, 32.38%, 57.89%, 26.53%, 1.15%
678, DBE, Invesco DB Energy Fund, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 3.45%, 12.38%, 39.90%, 67.28%, 34.87%, 1.43%
680, DBEM, Xtrackers MSCI Emerging Markets Hedged Equity ETF, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -0.20%, -1.32%, 10.60%, 38.88%, 5.64%, 0.80%
661, CXH, MFS Investment Grade Municipal Trust, Financial, Closed-End Fund - Debt, USA, 92.01M, -, -, 15.50, 0.94, -, -, -, -, 133.60%, -10.20%, -, -, -, -, -, -, -, -, -, -, 1.00%, 2.96%, 6.08%, 11.20%, 3.06%, 1.06%
663, CYB, WisdomTree Chinese Yuan Strategy Fund, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 2.36%, 2.95%, 4.25%, 15.03%, 3.44%, 0.56%
665, CZNC, Citizens & Northern Corporation, Financial, Banks - Regional, USA, 397.02M, 14.78, -, 4.85, 1.30, 43.15, -11.10%, -16.08%, -, 81.80%, 28.20%, 1.10%, 8.20%, 18.90%, -, -, 0.05, 0.05, -, 86.50%, 28.90%, -0.92%, 13.52%, 31.05%, 28.73%, 24.45%, 2.46%
667, DALI, First Trust Dorsey Wright DALI 1 ETF, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -0.49%, 3.04%, 24.20%, 47.09%, 13.80%, 0.85%
669, DAPP, VanEck Vectors Digital Transformation ETF, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -15.89%, -, -, -, -25.08%, 5.13%
671, DAX, Global X DAX Germany ETF, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 2.44%, 11.35%, 17.55%, 41.53%, 13.17%, 0.96%
673, DBA, Invesco DB Agriculture Fund, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 1.64%, 8.14%, 20.09%, 36.09%, 15.18%, 1.38%
675, DBB, Invesco DB Base Metals Fund, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 4.55%, 13.53%, 25.30%, 62.69%, 22.54%, 1.27%
677, DBDR, Roman DBDR Tech Acquisition Corp., Financial, Shell Companies, USA, 291.24M, -, -, -, 19.35, -, -, -, -, -, -, -, -, -, 0.60, 0.60, 0.00, 0.00, -, -, -, -0.69%, -3.27%, 0.80%, -, -0.49%, 0.55%
679, DBEF, Xtrackers MSCI EAFE Hedged Equity ETF, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 2.03%, 7.16%, 13.76%, 28.15%, 12.23%, 0.69%
682, DBEZ, Xtrackers MSCI Eurozone Hedged Equity ETF, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 1.87%, 11.71%, 35.80%, 47.34%, 15.60%, 0.21%
684, DBJP, Xtrackers MSCI Japan Hedged Equity ETF, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 1.77%, 1.74%, 11.08%, 24.42%, 8.12%, 0.61%
686, DBMF, iM DBi Managed Futures Strategy ETF, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 1.97%, 6.91%, 16.71%, 15.89%, 12.95%, 1.81%
688, DBP, Invesco DB Precious Metals Fund, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 7.30%, 9.02%, 7.26%, 14.42%, 0.51%, 0.96%
690, DCOM, Dime Community Bancshares Inc., Financial, Banks - Regional, USA, 1.44B, 10.22, -, 6.37, 1.13, -, -11.90%, 59.11%, -, -148.70%, 47.40%, 0.40%, 4.40%, 21.10%, -, -, 0.19, 0.19, -, 81.90%, 12.90%, 4.39%, 14.63%, 42.90%, 62.96%, 43.55%, 3.24%
692, DCRBU, Decarbonization Plus Acquisition Corporation, Financial, Shell Companies, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -2.18%, -25.39%, 8.29%, -, -5.85%, 1.21%
694, DCRNU, Decarbonization Plus Acquisition Corporation II, Financial, Shell Companies, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -0.39%, -4.58%, -, -, -10.05%, 0.65%
696, DDF, Delaware Investments Dividend and Income Fund Inc., Financial, Closed-End Fund - Equity, USA, 87.30M, -, -, 25.02, 1.20, -, -, -, -, -7.30%, -29.00%, -, -, -, -, -, -, -, -, -, -, 5.81%, 17.64%, 28.59%, 29.02%, 24.00%, 2.14%
698, DDIV, First Trust Dorsey Wright Momentum & Dividend ETF, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 3.41%, 13.03%, 35.68%, 70.28%, 30.59%, 1.26%
700, DDM, ProShares Ultra Dow30, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 3.17%, 20.24%, 34.07%, 83.38%, 28.04%, 1.82%
681, DBEU, Xtrackers MSCI Europe Hedged Equity ETF, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 2.21%, 9.79%, 15.33%, 27.59%, 14.20%, 0.67%
683, DBJA, Innovator Double Stacker 9 Buffer ETF - January, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 0.31%, 4.93%, -, -, 6.75%, 0.32%
685, DBL, DoubleLine Opportunistic Credit Fund, Financial, Closed-End Fund - Debt, USA, 293.55M, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -0.66%, -1.46%, 1.31%, 6.84%, -0.20%, 0.89%
687, DBO, Invesco DB Oil Fund, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 3.05%, 13.76%, 47.57%, 81.85%, 40.21%, 1.64%
689, DBS, Invesco DB Silver Fund, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 7.51%, 5.44%, 19.14%, 49.51%, 5.31%, 1.34%
691, DCRB, Decarbonization Plus Acquisition Corporation, Financial, Shell Companies, USA, 281.90M, -, -, -, 1.57, -, -, -, -, -580.30%, -, -, -, -, -, -, 0.00, 0.00, -, -, -, -3.85%, -22.42%, -, -, -5.66%, 1.32%
693, DCRCU, Decarbonization Plus Acquisition Corp III, Financial, Shell Companies, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -0.89%, -, -, -, 1.21%, 0.52%
695, DDEC, FT Cboe Vest US Eq Deep Buffer ETF - December, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 0.27%, 2.96%, -, -, 4.06%, 0.19%
697, DDG, ProShares Short Oil & Gas, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -4.05%, -8.56%, -30.55%, -41.21%, -31.25%, 1.43%
699, DDLS, WisdomTree Dynamic Currency Hedged International SmallCap Equity Fund, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 1.84%, 7.55%, 16.95%, 34.03%, 13.79%, 0.48%
702, DDMXU, DD3 Acquisition Corp. II, Financial, Shell Companies, Mexico, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -2.12%, -9.45%, -, -, -3.23%, 1.22%
704, DEEF, Xtrackers FTSE Developed ex US Multifactor ETF, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 2.15%, 7.87%, 13.47%, 33.26%, 9.38%, 0.55%
706, DEF, Invesco Defensive Equity ETF, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 1.19%, 9.96%, 11.83%, 25.31%, 9.32%, 0.67%
708, DEM, WisdomTree Emerging Markets High Dividend Fund, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 1.70%, 7.87%, 17.28%, 30.01%, 13.32%, 0.85%
710, DES, WisdomTree U.S. SmallCap Dividend Fund, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 1.74%, 8.42%, 28.20%, 59.63%, 23.38%, 1.47%
712, DEW, WisdomTree Global High Dividend Fund, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 2.77%, 10.16%, 17.19%, 29.85%, 16.00%, 0.68%
714, DFAI, Dimensional International Core Equity Market ETF, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 2.54%, 7.89%, 16.45%, -, 12.44%, 0.82%
716, DFE, WisdomTree Europe SmallCap Dividend Fund, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 2.21%, 10.98%, 28.04%, 57.95%, 18.34%, 0.63%
718, DFEN, Direxion Daily Aerospace & Defense Bull 3X, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 8.97%, 35.46%, 45.89%, 89.40%, 47.96%, 4.75%
720, DFJ, WisdomTree Japan SmallCap Dividend Fund, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -0.40%, 0.17%, 4.37%, 13.16%, 2.65%, 0.67%
701, DDMX, DD3 Acquisition Corp. II, Financial, Shell Companies, Mexico, 126.36M, -, -, -, -, -, -, -, 17.00%, -, -, -, -, -, -, -, -, -, -, -, -, -1.07%, -4.12%, -, -, -4.12%, 0.76%
703, DDWM, WisdomTree Dynamic Currency Hedged International Equity Fund, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 2.70%, 7.97%, 13.13%, 23.34%, 12.00%, 0.61%
705, DEEP, Roundhill Acquirers Deep Value ETF, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 3.22%, 11.35%, 35.60%, 74.81%, 30.59%, 1.46%
707, DEH, D8 Holdings Corp., Financial, Shell Companies, Hong Kong, 426.46M, -, -, -, 1.41, -, -, -, -, -, -, -, -, -, 0.70, 0.70, 0.00, 0.00, -, -, -, -0.20%, -2.75%, 1.54%, -, -2.66%, 0.41%
709, DEMZ, Democratic Large Cap Core ETF, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 2.50%, 14.54%, -, -, 16.07%, 0.46%
711, DEUS, Xtrackers Russell US Multifactor ETF, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 0.37%, 9.78%, 19.13%, 40.17%, 14.59%, 0.76%
713, DEX, Delaware Enhanced Global Dividend and Income Fund, Financial, Closed-End Fund - Debt, USA, 124.52M, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 4.03%, 8.11%, 8.67%, 28.25%, 7.44%, 0.91%
715, DFAU, Dimensional US Core Equity Market ETF, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -0.13%, 7.01%, 17.92%, -, 13.16%, 0.96%
717, DFEB, FT Cboe Vest US Eq Deep Buffer ETF - February, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 0.30%, 3.51%, 6.29%, 14.39%, 4.82%, 0.51%
719, DFIN, Donnelley Financial Solutions Inc., Financial, Capital Markets, USA, 998.63M, 10.84, 24.04, 1.09, 3.63, 8.27, -169.70%, 4.56%, 10.00%, 753.60%, 11.10%, 0.60%, 1.90%, -0.40%, 1.30, 1.30, 0.92, 0.00, 48.80%, 4.70%, 0.60%, -2.58%, 6.65%, 85.62%, 265.77%, 75.66%, 5.22%
722, DFNL, Davis Select Financial ETF, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 2.93%, 14.76%, 32.32%, 66.51%, 30.29%, 1.23%
724, DFP, Flaherty & Crumrine Dynamic Preferred and Income Fund Inc., Financial, Closed-End Fund - Debt, USA, 565.38M, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -2.68%, 0.48%, 4.88%, 17.14%, 1.34%, 1.07%
726, DGICA, Donegal Group Inc., Financial, Insurance - Property & Casualty, USA, 465.73M, 11.61, 0.76, 0.59, 0.88, -, 9.40%, 6.81%, 10.00%, 168.80%, 7.10%, 2.80%, 11.70%, 8.90%, -, -, 0.08, 0.08, -, 9.50%, 7.50%, -1.74%, 5.67%, 5.96%, 7.30%, 8.67%, 1.78%
728, DGNR, Dragoneer Growth Opportunities Corp., Financial, Shell Companies, USA, 860.80M, -, -, -, 1.41, -, -, -, -, -, -, -, -, -, 0.40, 0.40, 0.00, 0.00, -, -, -, -3.40%, -9.22%, -18.86%, -, -25.09%, 1.21%
730, DGNU, Dragoneer Growth Opportunities Corp. III, Financial, Shell Companies, USA, 402.00M, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -2.90%, -, -, -, 0.50%, 0.72%
732, DGRE, WisdomTree Emerging Markets Quality Dividend Growth Fund, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 0.53%, 1.40%, 13.91%, 39.58%, 7.38%, 0.69%
734, DGRS, WisdomTree U.S. SmallCap Quality Dividend Growth Fund, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 1.39%, 6.21%, 26.25%, 63.73%, 20.63%, 1.45%
736, DGS, WisdomTree Emerging Markets SmallCap Dividend Fund, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -0.15%, 6.84%, 18.26%, 43.68%, 13.18%, 0.73%
738, DGZ, DB Gold Short ETN, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -7.06%, -6.07%, -4.51%, -12.55%, -0.51%, 0.76%
740, DHCAU, DHC Acquisition Corp., Financial, Shell Companies, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -0.40%, -, -, -, -0.60%, 0.38%
721, DFND, Siren DIVCON Dividend Defender ETF, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -2.09%, 3.82%, 1.09%, 7.13%, 0.35%, 0.79%
723, DFNS, LGL Systems Acquisition Corp., Financial, Shell Companies, USA, 214.52M, -, -, -, 0.51, -, -718.20%, -, -, 186.90%, -, -2.50%, -2.80%, -, 0.60, 0.60, 0.00, 0.00, -, -, -, -0.10%, -4.97%, -1.34%, 1.74%, -1.68%, 0.47%
725, DFS, Discover Financial Services, Financial, Credit Services, USA, 35.98B, 10.00, 2.11, 3.34, 3.24, 6.87, -60.40%, -12.39%, 6.27%, -, -11.30%, 2.30%, 28.10%, 28.80%, -, -, 1.52, 1.89, -, 85.20%, 25.30%, 2.53%, 19.81%, 47.89%, 146.81%, 29.53%, 2.53%
727, DGL, Invesco DB Gold Fund, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 7.35%, 10.28%, 4.20%, 6.82%, -0.74%, 0.48%
729, DGNS, Dragoneer Growth Opportunities Corp. II, Financial, Shell Companies, USA, 283.50M, -, -, -, 1.32, -, -, -, -, -, -, -, -, -, 0.10, 0.10, 0.00, 0.00, -, -, -, -3.57%, -14.60%, -7.41%, -, -12.43%, 0.93%
731, DGP, DB Gold Double Long ETN, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 14.22%, 20.56%, 6.84%, 9.67%, -2.21%, 1.39%
733, DGRO, iShares Core Dividend Growth ETF, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 1.32%, 9.79%, 15.37%, 34.77%, 13.39%, 0.89%
735, DGRW, WisdomTree U.S. Quality Dividend Growth Fund, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 1.14%, 8.80%, 13.04%, 32.78%, 10.19%, 0.83%
737, DGT, SPDR Global Dow ETF, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 3.34%, 9.18%, 19.86%, 47.66%, 17.84%, 0.88%
739, DHBCU, DHB Capital Corp., Financial, Shell Companies, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -0.20%, -, -, -, -0.30%, 0.35%
742, DHHC, DiamondHead Holdings Corp., Financial, Shell Companies, USA, 333.96M, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -1.22%, -, -, -, -0.72%, 0.47%
744, DHIL, Diamond Hill Investment Group Inc., Financial, Asset Management, USA, 559.56M, -, -, 4.19, 2.85, 15.41, -24.80%, -, -, 828.80%, 22.30%, 19.30%, 25.90%, 17.20%, -, -, 0.00, 0.00, 97.50%, 28.90%, 38.10%, 1.57%, 16.79%, 20.97%, 80.67%, 17.51%, 2.67%
746, DHY, Credit Suisse High Yield Bond Fund Inc., Financial, Asset Management, USA, 258.77M, -, -, 10.44, 1.05, -, -, -, -, 967.70%, -6.70%, -, -, -, -, -, -, -, -, -, -, 2.67%, 5.71%, 8.23%, 26.90%, 9.65%, 1.32%
748, DIAL, Columbia Diversified Fixed Income Allocation ETF, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 0.19%, 0.09%, -2.10%, 2.44%, -2.99%, 0.28%
750, DIG, ProShares Ultra Oil & Gas, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 5.53%, 11.04%, 70.80%, 66.71%, 83.22%, 4.61%
752, DINT, Davis Select International ETF, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -4.17%, -5.56%, 2.62%, 38.59%, 1.68%, 1.10%
754, DIV, Global X SuperDividend U.S. ETF, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 1.72%, 9.48%, 18.79%, 30.18%, 19.29%, 0.89%
756, DIVO, Amplify CWP Enhanced Dividend Income ETF, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 1.13%, 7.96%, 11.32%, 26.28%, 9.45%, 0.95%
758, DIVZ, TrueShares Low Volatility Equity Income ETF, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 3.72%, 13.07%, -, -, 16.03%, 0.57%
760, DJD, Invesco Dow Jones Industrial Average Dividend ETF, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 1.98%, 8.90%, 17.26%, 30.15%, 16.79%, 1.01%
741, DHF, BNY Mellon High Yield Strategies Fund, Financial, Closed-End Fund - Debt, USA, 228.30M, -, -, 10.01, 1.02, -, -, -, -, 294.80%, -13.80%, -, -, -, -, -, -, -, -, -, -, -0.63%, 3.29%, 3.97%, 20.77%, 4.67%, 1.22%
743, DHHCU, DiamondHead Holdings Corp., Financial, Shell Companies, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -0.30%, -5.59%, -, -, -7.69%, 0.58%
745, DHS, WisdomTree U.S. High Dividend Fund, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 1.32%, 10.66%, 14.73%, 26.01%, 14.76%, 0.83%
747, DIA, SPDR Dow Jones Industrial Average ETF Trust, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 1.49%, 9.52%, 15.70%, 35.92%, 13.03%, 0.94%
749, DIAX, Nuveen Dow 30 Dynamic Overwrite Fund, Financial, Closed-End Fund - Equity, USA, 621.87M, -, -, 46.30, 1.03, -, -, -, -, 170.50%, -23.10%, -, -, -, -, -, -, -, -, -, -, 3.01%, 10.61%, 14.92%, 24.91%, 12.50%, 0.86%
751, DIM, WisdomTree International MidCap Dividend Fund, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 1.85%, 5.96%, 12.77%, 32.82%, 10.35%, 0.52%
753, DISAU, Disruptive Acquisition Corporation I, Financial, Shell Companies, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 0.05%, -, -, -, 1.27%, 0.29%
755, DIVB, iShares U.S. Dividend and Buyback ETF, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 1.09%, 9.73%, 21.57%, 44.67%, 18.01%, 0.92%
757, DIVS, SmartETFs Dividend Builder ETF, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 2.47%, -, -, -, 7.07%, 0.35%
759, DJAN, FT Cboe Vest US Eq Deep Buffer ETF - January, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 0.58%, 4.12%, -, -, 3.84%, 0.15%
762, DJUN, FT Cboe Vest US Eq Deep Buffer ETF - June, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 0.12%, 1.33%, 3.16%, -, 2.03%, 0.18%
764, DLCAU, Deep Lake Capital Acquisition Corp., Financial, Shell Companies, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -0.79%, -3.57%, -, -, -6.28%, 0.62%
766, DLS, WisdomTree International SmallCap Dividend Fund, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 1.31%, 7.65%, 17.17%, 38.52%, 12.41%, 0.73%
768, DMF, BNY Mellon Municipal Income Inc., Financial, Asset Management, USA, 192.36M, -, -, 15.81, 1.02, -, -, -, -, -0.10%, -7.30%, -, -, -, -, -, -, -, -, -, -, 3.92%, 5.58%, 7.42%, 8.04%, 4.51%, 1.43%
770, DMRL, DeltaShares S&P 500 Managed Risk ETF, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 0.04%, 7.33%, 14.39%, 24.26%, 11.35%, 1.11%
772, DMYQ, dMY Technology Group Inc. IV, Financial, Shell Companies, USA, 339.83M, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -0.71%, -, -, -, -0.51%, 0.92%
774, DNOV, FT Cboe Vest US Eq Deep Buffer ETF - November, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 0.46%, 2.84%, 4.52%, 13.25%, 3.74%, 0.50%
776, DOG, ProShares Short Dow30, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -1.81%, -9.64%, -15.28%, -30.65%, -13.01%, 0.89%
778, DON, WisdomTree U.S. MidCap Dividend Fund, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 0.92%, 10.95%, 25.26%, 53.12%, 23.38%, 1.38%
780, DPG, Duff & Phelps Utility and Infrastructure Fund Inc., Financial, Closed-End Fund - Equity, USA, 564.40M, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 1.43%, 12.64%, 23.59%, 34.90%, 21.97%, 1.64%
761, DJP, iPath Bloomberg Commodity Index Total ReturnSM ETN, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 3.56%, 11.45%, 28.70%, 56.55%, 22.24%, 1.15%
763, DLCA, Deep Lake Capital Acquisition Corp., Financial, Shell Companies, USA, 217.57M, -, -, -, 1.32, -, -, -, -, -, -, -, -, -, 1.40, 1.40, 0.00, 0.00, -, -, -, -0.51%, -, -, -, -0.61%, 0.65%
765, DLN, WisdomTree U.S. LargeCap Dividend Fund, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 1.14%, 9.83%, 14.33%, 29.65%, 11.79%, 0.79%
767, DMB, BNY Mellon Municipal Bond Infrastructure Fund Inc., Financial, Asset Management, USA, 273.45M, -, -, 15.90, 1.04, -, -, -, -, -, -1.20%, -, -, -, -, -, -, -, -, -, -, 2.55%, 5.54%, 7.52%, 15.36%, 6.06%, 0.91%
769, DMO, Western Asset Mortgage Opportunity Fund Inc., Financial, Asset Management, USA, 165.08M, -, -, 9.49, 1.00, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -2.73%, 2.53%, 8.95%, 14.19%, 5.57%, 1.58%
771, DMYI, dMY Technology Group Inc. III, Financial, Shell Companies, USA, 299.40M, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -6.38%, -31.64%, -, -, -7.59%, 1.40%
